Nr;ImageId;Width;Height;Ratio[W/H]
2383;"http%3A%2F%2Frdfh.ch%2F0804%2F7bPdQfDSTSq3W1gki3wvMQ";2394;3441;0.6957279860505667
2384;"http%3A%2F%2Frdfh.ch%2F0804%2F7bZkvrTGT2uq3D_T8y-RhQ";1633;2304;0.7087673611111112
2385;"http%3A%2F%2Frdfh.ch%2F0804%2F7bailr5KSUuD0qJJfRhK7A";2673;1759;1.519613416714042
2386;"http%3A%2F%2Frdfh.ch%2F0804%2F7be9FKixRDmgdndx79yLHw";5760;4378;1.3156692553677478
2387;"http%3A%2F%2Frdfh.ch%2F0804%2F7bjsnU2JSNaUbHgFlVkA5A";3049;2076;1.46868978805395
2388;"http%3A%2F%2Frdfh.ch%2F0804%2F7c3Bn6jeSN2CZ3T-TrFhJg";2927;1959;1.4941296579887697
2389;"http%3A%2F%2Frdfh.ch%2F0804%2F7c70xz-bT_KIhCdlDvvrpA";5405;4054;1.3332511100148001
2390;"http%3A%2F%2Frdfh.ch%2F0804%2F7c9NGJs-Q4yOnVaNWg476Q";3570;2351;1.5185027647809444
2391;"http%3A%2F%2Frdfh.ch%2F0804%2F7cgdxNAbTVyccaCEftNJNw";5960;4376;1.3619744058500913
2392;"http%3A%2F%2Frdfh.ch%2F0804%2F7do7mERYSe2h49rzS7a4hw";3151;2277;1.3838383838383839
2393;"http%3A%2F%2Frdfh.ch%2F0804%2F7e2EdLODQjOkRP5iR18lTg";5691;5661;1.005299417064123
2394;"http%3A%2F%2Frdfh.ch%2F0804%2F7eJzld28QVKz4zDMdLwN_w";4198;6069;0.6917119789092108
2395;"http%3A%2F%2Frdfh.ch%2F0804%2F7eLLQ-oXSg-5zFksQBw5oQ";8327;4145;2.0089264173703256
2396;"http%3A%2F%2Frdfh.ch%2F0804%2F7f062K3qQ2upsQqo2MpX2g";6001;4221;1.421701018715944
2397;"http%3A%2F%2Frdfh.ch%2F0804%2F7f9ko2EtS02ktH4wcR1zkQ";4895;3910;1.251918158567775
2398;"http%3A%2F%2Frdfh.ch%2F0804%2F7fCtvOqjSLurSmYoUKzRnQ";2328;1584;1.4696969696969697
2399;"http%3A%2F%2Frdfh.ch%2F0804%2F7g7L-Z6eRsyk92n2T1RMVA";5821;4214;1.3813478879924064
2400;"http%3A%2F%2Frdfh.ch%2F0804%2F7gM4dCdsTN6EFomq4N6urw";3301;4299;0.767852989067225
2401;"http%3A%2F%2Frdfh.ch%2F0804%2F7gYU6RLMRRKzfe4sZwm2AQ";5983;4289;1.3949638610398694
2402;"http%3A%2F%2Frdfh.ch%2F0804%2F7gbPisTcShyWpL_ZsZr5qQ";2461;3388;0.7263872491145218
2403;"http%3A%2F%2Frdfh.ch%2F0804%2F7h-MizVeQgS3DJAqmJqp1g";3959;2781;1.4235886371808701
2404;"http%3A%2F%2Frdfh.ch%2F0804%2F7h-ovuPITbGMgBRfFaMbNQ";5165;3948;1.308257345491388
2405;"http%3A%2F%2Frdfh.ch%2F0804%2F7hAlLLBsRGmck3CEd7NwnQ";3738;3261;1.1462741490340387
2406;"http%3A%2F%2Frdfh.ch%2F0804%2F7hG9lpmHTtmP1EBmrlgdUw";4279;3243;1.3194572926302806
2407;"http%3A%2F%2Frdfh.ch%2F0804%2F7hpGmp82QB6cwZuE2i6oqA";4521;3336;1.3552158273381294
2408;"http%3A%2F%2Frdfh.ch%2F0804%2F7ixwAwLgSAKfRiwXA_y1oA";2086;2832;0.7365819209039548
2409;"http%3A%2F%2Frdfh.ch%2F0804%2F7jI8pz-FQP6pUEE1h2R-qg";2325;1580;1.4715189873417722
2410;"http%3A%2F%2Frdfh.ch%2F0804%2F7jNFB0ryR-OeqqaM8YcL5Q";4961;3466;1.43133294864397
2411;"http%3A%2F%2Frdfh.ch%2F0804%2F7jYexyD8RZKHs_W5AKKemQ";1693;2304;0.7348090277777778
2412;"http%3A%2F%2Frdfh.ch%2F0804%2F7jvJXwToSt2qjEgrh-TURg";4257;6201;0.6865021770682148
2413;"http%3A%2F%2Frdfh.ch%2F0804%2F7jxDIHYnROinjgiT3XO-hg";851;1206;0.7056384742951907
2414;"http%3A%2F%2Frdfh.ch%2F0804%2F7kDmiHT-Q1Si1DVOXnCqtg";8270;4169;1.9836891340849125
2415;"http%3A%2F%2Frdfh.ch%2F0804%2F7kFb-b9BSGu_9J5z6zlgWw";5622;5644;0.9961020552799433
2416;"http%3A%2F%2Frdfh.ch%2F0804%2F7kbKsBLsRKmSt8j4yEdQXw";5367;3596;1.4924916573971079
2417;"http%3A%2F%2Frdfh.ch%2F0804%2F7l9vKjcMTZe9cgfXryb1Ag";1400;2100;0.6666666666666666
2418;"http%3A%2F%2Frdfh.ch%2F0804%2F7lT6RG3sQ3u4JJJjc02uqg";5788;4604;1.2571676802780192
2419;"http%3A%2F%2Frdfh.ch%2F0804%2F7lXHn9vtQemn0K4ceP781g";3256;4504;0.7229129662522202
2420;"http%3A%2F%2Frdfh.ch%2F0804%2F7m5QUhtXQJ-936q1zGeNQw";3606;3668;0.9830970556161396
2421;"http%3A%2F%2Frdfh.ch%2F0804%2F7mBmf2IPTOq3V0ysT48xcA";3008;1960;1.5346938775510204
2422;"http%3A%2F%2Frdfh.ch%2F0804%2F7mBwNpwdRwGx5ybPdg5NGQ";1918;2892;0.6632088520055325
2423;"http%3A%2F%2Frdfh.ch%2F0804%2F7mC7XWMDQiuSKWAA-sw78g";4671;3480;1.342241379310345
2424;"http%3A%2F%2Frdfh.ch%2F0804%2F7mCXFHWhTMSXbdrolv3jWQ";2100;1400;1.5
2425;"http%3A%2F%2Frdfh.ch%2F0804%2F7mCx_mFxRQqBs9IHeHBCNA";5800;4228;1.3718070009460739
2426;"http%3A%2F%2Frdfh.ch%2F0804%2F7mRlkg7kTom582WKOTvnQQ";1556;2305;0.675054229934924
2427;"http%3A%2F%2Frdfh.ch%2F0804%2F7mrDwOXGRCSp2PcfOAVWTg";4285;3266;1.3120024494794855
2428;"http%3A%2F%2Frdfh.ch%2F0804%2F7nVrkex-RmGFEPkewI2vAg";2561;1691;1.514488468361916
2429;"http%3A%2F%2Frdfh.ch%2F0804%2F7nbTSbxOR52hz43K01W8mA";2145;1350;1.5888888888888888
2430;"http%3A%2F%2Frdfh.ch%2F0804%2F7noXuOtiR-eumzVlubRDNA";3932;3484;1.1285878300803673
2431;"http%3A%2F%2Frdfh.ch%2F0804%2F7nrp2-dOTgekpnBd6aeBuA";2576;1758;1.465301478953356
2432;"http%3A%2F%2Frdfh.ch%2F0804%2F7oAubZDHTay8SSwi7p7Tzg";5727;4453;1.2860992589265663
2433;"http%3A%2F%2Frdfh.ch%2F0804%2F7ouo0HVdR3S-zPi3De6QkQ";5474;3543;1.545018346034434
2434;"http%3A%2F%2Frdfh.ch%2F0804%2F7pJ_xf7KRZeH_SIOzsJT-w";4185;2986;1.4015405224380442
2435;"http%3A%2F%2Frdfh.ch%2F0804%2F7pVv69gXTMSwIcI0iTZiyA";3335;2393;1.3936481404095278
2436;"http%3A%2F%2Frdfh.ch%2F0804%2F7pu3WioaQtejCbRixjVSzQ";3008;1960;1.5346938775510204
2437;"http%3A%2F%2Frdfh.ch%2F0804%2F7pxALb8TRfOknpUgg1oi3w";3850;2562;1.5027322404371584
2438;"http%3A%2F%2Frdfh.ch%2F0804%2F7q5LAI8RTrWiAzC6vuFPzw";3524;3548;0.9932356257046223
2439;"http%3A%2F%2Frdfh.ch%2F0804%2F7qEPs3M4R3KXZpem6l82vQ";3077;2081;1.478616049975973
2440;"http%3A%2F%2Frdfh.ch%2F0804%2F7qSgkvD-S6K7lkiRkg9VRw";2964;1952;1.5184426229508197
2441;"http%3A%2F%2Frdfh.ch%2F0804%2F7qsF1oGRSDmkRwlcGPItBw";1400;2100;0.6666666666666666
2442;"http%3A%2F%2Frdfh.ch%2F0804%2F7qv2uQbJQzGmaIPLg_DcbA";4786;3202;1.494690818238601
2443;"http%3A%2F%2Frdfh.ch%2F0804%2F7r-nFYrfRVK7tMKZPmfUDw";1567;1528;1.0255235602094241
2444;"http%3A%2F%2Frdfh.ch%2F0804%2F7rLoJjlwSt2p2GQf3QsW9w";3536;3554;0.9949352841868317
2445;"http%3A%2F%2Frdfh.ch%2F0804%2F7ro34wO8RCekoATRbfcGtg";4185;3243;1.2904717853839038
2446;"http%3A%2F%2Frdfh.ch%2F0804%2F7sEw2qcmRv-UPpNu3aJ34w";2464;1648;1.4951456310679612
2447;"http%3A%2F%2Frdfh.ch%2F0804%2F7sIBtaeVTiWwyry7HAkqcg";1276;1006;1.268389662027833
2448;"http%3A%2F%2Frdfh.ch%2F0804%2F7sIofbR-SdynCTGW3r7sDw";4000;6000;0.6666666666666666
2449;"http%3A%2F%2Frdfh.ch%2F0804%2F7sUwR6dOTDaE0dS5CJI0Vg";3959;2783;1.4225655767157743
2450;"http%3A%2F%2Frdfh.ch%2F0804%2F7tsFwtpeTJuCSQ9XFLMkCw";6777;4961;1.3660552308002418
2451;"http%3A%2F%2Frdfh.ch%2F0804%2F7u514dpNQ2iqoHXpSzjleQ";4507;3777;1.1932750860471273
2452;"http%3A%2F%2Frdfh.ch%2F0804%2F7u70TBMeSsiPSHe1bSOuVQ";5158;3918;1.3164880040837161
2453;"http%3A%2F%2Frdfh.ch%2F0804%2F7uCm4j3MQXOp7sgYr-e59w";4562;3365;1.3557206537890045
2454;"http%3A%2F%2Frdfh.ch%2F0804%2F7uEqP6UEQminbyRUoSPOEQ";4140;3129;1.3231064237775647
2455;"http%3A%2F%2Frdfh.ch%2F0804%2F7uT-AIvuQBi_iHJbm1-rLw";1400;2100;0.6666666666666666
2456;"http%3A%2F%2Frdfh.ch%2F0804%2F7udFjsuNT-KwvklxHpg0Gg";4938;3817;1.2936861409483889
2457;"http%3A%2F%2Frdfh.ch%2F0804%2F7un7kmWkQuWWlI_PwBgrew";3495;2659;1.314403911244829
2458;"http%3A%2F%2Frdfh.ch%2F0804%2F7v2ijnfYT_-zH88XbuDCTw";5628;5615;1.0023152270703473
2459;"http%3A%2F%2Frdfh.ch%2F0804%2F7vTzcabIS1CojfLnNkXxGg";2335;3557;0.6564520663480461
2460;"http%3A%2F%2Frdfh.ch%2F0804%2F7w3F6zeCRZi3TVltDNZAJA";8180;5701;1.4348359936853183
2461;"http%3A%2F%2Frdfh.ch%2F0804%2F7wE9JFPxSWOwQUnJhDR6YA";5896;4376;1.3473491773308959
2462;"http%3A%2F%2Frdfh.ch%2F0804%2F7wL3sj-XQL-P0q7HpV8qdQ";5895;4251;1.3867325335215244
2463;"http%3A%2F%2Frdfh.ch%2F0804%2F7wbCdHjnRP6x_tqD3T6bkg";2966;1959;1.514037774374681
2464;"http%3A%2F%2Frdfh.ch%2F0804%2F7wcGWdDAREeiI2nsV1dIdQ";3752;3002;1.2498334443704198
2465;"http%3A%2F%2Frdfh.ch%2F0804%2F7xNi77doS76Q2NAKyWKdlA";4936;3146;1.5689764780673872
2466;"http%3A%2F%2Frdfh.ch%2F0804%2F7xqDv2FESSiY-QcROXvo2w";4191;3462;1.2105719237435009
2467;"http%3A%2F%2Frdfh.ch%2F0804%2F7xszsn5zR6usmuApDUDeIQ";3457;3347;1.032865252464894
2468;"http%3A%2F%2Frdfh.ch%2F0804%2F7yOVMvkqQhaYffa7kL9ZPA";3784;3784;1
2469;"http%3A%2F%2Frdfh.ch%2F0804%2F7ySLSR81RH2YUbs_DvD5Ww";2211;1401;1.5781584582441113
2470;"http%3A%2F%2Frdfh.ch%2F0804%2F7ydPUNhOR2GrlTe9IppHrg";2100;1400;1.5
2471;"http%3A%2F%2Frdfh.ch%2F0804%2F7yhs_HL7R6iuO-goP1R6rw";4888;3287;1.4870702768481898
2472;"http%3A%2F%2Frdfh.ch%2F0804%2F7ykkSv-ZS-iMo_ty5WNBkg";7652;5327;1.4364557912521119
2473;"http%3A%2F%2Frdfh.ch%2F0804%2F7ynAc0kVS2i1Yhlr7oHScA";2100;1400;1.5
2474;"http%3A%2F%2Frdfh.ch%2F0804%2F7ywNfcAFShK6PlV7fJ58Ug";4515;3291;1.3719234275296261
2475;"http%3A%2F%2Frdfh.ch%2F0804%2F7z27-KjdRheVlut2r6yVLA";2937;1963;1.4961793173713704
2476;"http%3A%2F%2Frdfh.ch%2F0804%2F7zKv4hZtSqGllL7sbuaLsA";2100;1400;1.5
2477;"http%3A%2F%2Frdfh.ch%2F0804%2F7zOckaaiSAupwk7fAsVSaA";5899;4265;1.3831184056271981
2478;"http%3A%2F%2Frdfh.ch%2F0804%2F7zaLNJzqRIC5KkAF8MkJaA";4610;3429;1.3444152814231554
2479;"http%3A%2F%2Frdfh.ch%2F0804%2F7zafUa90QVib0qe-fxFnpQ";3132;1942;1.6127703398558186
2480;"http%3A%2F%2Frdfh.ch%2F0804%2F7zzUMg09QnuWnuVWJ3gP3Q";4571;3407;1.3416495450543
2481;"http%3A%2F%2Frdfh.ch%2F0804%2F8-40bUmASteG2hxPzh5uLw";3543;5076;0.6979905437352246
2482;"http%3A%2F%2Frdfh.ch%2F0804%2F8-5UeCxwRsGeW1o6NJ8y1A";1634;1640;0.9963414634146341
2483;"http%3A%2F%2Frdfh.ch%2F0804%2F8-hl_3U7Q9mQMDmXlpsOGA";3590;2581;1.390933746609841
2484;"http%3A%2F%2Frdfh.ch%2F0804%2F8-k1sQxUTq2awz9n-I-ntg";4876;3190;1.528526645768025
2485;"http%3A%2F%2Frdfh.ch%2F0804%2F8-qkVdDvRR607sVmDG96BQ";2811;2643;1.0635641316685585
2486;"http%3A%2F%2Frdfh.ch%2F0804%2F8-sCk722TyGx3AnOA7u_2Q";2040;1354;1.5066469719350073
2487;"http%3A%2F%2Frdfh.ch%2F0804%2F8-zUV-WbQPm-H-cTtomk1Q";6636;4874;1.3615100533442757
2488;"http%3A%2F%2Frdfh.ch%2F0804%2F801Tt-5kTwyNwdwIFh7uJA";2371;1323;1.7921390778533635
2489;"http%3A%2F%2Frdfh.ch%2F0804%2F80Q9J37ZSJ-wRuCbbXNGRw";3982;2780;1.4323741007194244
2490;"http%3A%2F%2Frdfh.ch%2F0804%2F80SkE8A2SWy66gwxthAFYQ";2080;1266;1.6429699842022116
2491;"http%3A%2F%2Frdfh.ch%2F0804%2F80T1dRVXQUq2bTCTNGmYRw";5835;4252;1.3722953904045154
2492;"http%3A%2F%2Frdfh.ch%2F0804%2F80nqXTp1QSGIkMqGbSqCKQ";5288;3910;1.3524296675191816
2493;"http%3A%2F%2Frdfh.ch%2F0804%2F80yQJr-VSn6QxOCN7w3RGQ";3627;2387;1.5194805194805194
2494;"http%3A%2F%2Frdfh.ch%2F0804%2F81DPjf08T6qsJFv2o3L7Sg";8139;4008;2.030688622754491
2495;"http%3A%2F%2Frdfh.ch%2F0804%2F82CNXAvITO6fiB6wOzXKTQ";3839;3443;1.1150159744408945
2496;"http%3A%2F%2Frdfh.ch%2F0804%2F82V0MH6fTu-8PzQQDrFzBQ";3008;1960;1.5346938775510204
2497;"http%3A%2F%2Frdfh.ch%2F0804%2F82iWU0O5S4aDuDQrqEYiwQ";6817;4590;1.4851851851851852
2498;"http%3A%2F%2Frdfh.ch%2F0804%2F82pPqXp1TIOUH5CuRjRVzA";1280;890;1.4382022471910112
2499;"http%3A%2F%2Frdfh.ch%2F0804%2F82uAv8I2TWGJ2G32lbgTCA";1800;1200;1.5
2500;"http%3A%2F%2Frdfh.ch%2F0804%2F82wZhGBiSnqvjcefjDiGfg";8136;4065;2.0014760147601476
2501;"http%3A%2F%2Frdfh.ch%2F0804%2F838bknfNRJy_Hf2aIslkBA";4815;3383;1.423292935264558
2502;"http%3A%2F%2Frdfh.ch%2F0804%2F83SMlqQ2TA2t8T_cyzzrlA";4765;3742;1.2733832175307322
2503;"http%3A%2F%2Frdfh.ch%2F0804%2F83X9Ihe6QUaQ73d4-6yegQ";2841;3984;0.7131024096385542
2504;"http%3A%2F%2Frdfh.ch%2F0804%2F83ZQIbo7Q0afUjjtCzvHiw";4883;2040;2.393627450980392
2505;"http%3A%2F%2Frdfh.ch%2F0804%2F84WHgYA5S6KUN0mFmdg_bQ";2998;2083;1.4392702832453192
2506;"http%3A%2F%2Frdfh.ch%2F0804%2F84Y3Vb6CSLOWk91Dwmvgqg";4707;3756;1.2531948881789137
2507;"http%3A%2F%2Frdfh.ch%2F0804%2F84Z8GQKMSl-_JGG87eRTHg";5304;7952;0.6670020120724346
2508;"http%3A%2F%2Frdfh.ch%2F0804%2F84lyrh_SSBOxjgXB9yfijQ";4999;5018;0.9962136309286569
2509;"http%3A%2F%2Frdfh.ch%2F0804%2F84ySB4lVSvudODCwgpYOJw";2888;3995;0.7229036295369211
2510;"http%3A%2F%2Frdfh.ch%2F0804%2F853_0BSzSOWjU_x3CErSPg";3542;3542;1
2511;"http%3A%2F%2Frdfh.ch%2F0804%2F85Lvu6brRRSc4O4Q9c1RXw";1504;2263;0.6646045072912063
2512;"http%3A%2F%2Frdfh.ch%2F0804%2F85V-ve2cTJmLeMfrB0_hdA";5578;6655;0.8381667918858001
2513;"http%3A%2F%2Frdfh.ch%2F0804%2F85XIsrUYT_m2Johad577tg";1400;2100;0.6666666666666666
2514;"http%3A%2F%2Frdfh.ch%2F0804%2F85ufYNkgTUKO8INxpfswnA";2100;1400;1.5
2515;"http%3A%2F%2Frdfh.ch%2F0804%2F86TEYSd1TWWCwJXDxLCY7w";2916;1978;1.474216380182002
2516;"http%3A%2F%2Frdfh.ch%2F0804%2F86YM_vs7QoCLAcee5M5LhQ";3608;2585;1.3957446808510638
2517;"http%3A%2F%2Frdfh.ch%2F0804%2F86nByywESo26xrMcNhYczQ";5539;4396;1.2600090991810737
2518;"http%3A%2F%2Frdfh.ch%2F0804%2F86pK8V7wQeycbdjGZ0tfsQ";4267;3258;1.3096992019643954
2519;"http%3A%2F%2Frdfh.ch%2F0804%2F86zt3ayhQti7S1J4itsJQw";5983;4341;1.378253858557936
2520;"http%3A%2F%2Frdfh.ch%2F0804%2F873UqmtQS6KOf-QzurOm3w";2927;1976;1.4812753036437247
2521;"http%3A%2F%2Frdfh.ch%2F0804%2F87K7PDEBRDWZWVJSKeDpSw";3024;2074;1.4580520732883318
2522;"http%3A%2F%2Frdfh.ch%2F0804%2F87Syy1nBR22nkIhr9so0fQ";1697;1790;0.9480446927374302
2523;"http%3A%2F%2Frdfh.ch%2F0804%2F8867McvgTSWKyfLHlyNRwA";2100;1400;1.5
2524;"http%3A%2F%2Frdfh.ch%2F0804%2F88CfnrJ4Rb6CydMNuAMQXA";1400;2100;0.6666666666666666
2525;"http%3A%2F%2Frdfh.ch%2F0804%2F88Dea3ALStyuz6-O8vXdUA";3279;4324;0.7583256244218316
2526;"http%3A%2F%2Frdfh.ch%2F0804%2F88O5lRITS8iEvRogjxEbEg";2929;4437;0.6601307189542484
2527;"http%3A%2F%2Frdfh.ch%2F0804%2F88sOoswXRziszJVIpO5XAA";4060;4275;0.9497076023391813
2528;"http%3A%2F%2Frdfh.ch%2F0804%2F8925LhtRSGiAd8wv_BxWeg";3525;2246;1.5694568121104184
2529;"http%3A%2F%2Frdfh.ch%2F0804%2F89LBbLYSTJmO7VaCFsU-JA";3273;2269;1.4424856765094756
2530;"http%3A%2F%2Frdfh.ch%2F0804%2F8AK4eyXFQL6h2ok9NwSIiQ";4797;3580;1.3399441340782123
2531;"http%3A%2F%2Frdfh.ch%2F0804%2F8APYbHxHR42u0NWieaqjuw";1800;1200;1.5
2532;"http%3A%2F%2Frdfh.ch%2F0804%2F8Aba5K0gRRWe4jumtifqow";8390;5390;1.556586270871985
2533;"http%3A%2F%2Frdfh.ch%2F0804%2F8Af7W3_vSjW6T2aTl3abHA";5272;3801;1.3870034201525914
2534;"http%3A%2F%2Frdfh.ch%2F0804%2F8AhCYoF9SY2pO8bamsLPmQ";2100;1400;1.5
2535;"http%3A%2F%2Frdfh.ch%2F0804%2F8AwjXjAnSHy4Qrysxk-PfQ";1880;1991;0.9442491210447012
2536;"http%3A%2F%2Frdfh.ch%2F0804%2F8B8XJRyKTQO5J69zZ0hcQg";4644;3621;1.2825186412593206
2537;"http%3A%2F%2Frdfh.ch%2F0804%2F8BQkEk2XRXi9e7MdpI9gHA";3321;2296;1.4464285714285714
2538;"http%3A%2F%2Frdfh.ch%2F0804%2F8BuLAjLVQ2KZkMiMyjC-cw";1932;1957;0.9872253449156873
2539;"http%3A%2F%2Frdfh.ch%2F0804%2F8CMOr6LHT_qSJfQuAeOxww";3543;2362;1.5
2540;"http%3A%2F%2Frdfh.ch%2F0804%2F8CVxhSClQ-WN_liz7EoQeA";8048;5687;1.415157376472657
2541;"http%3A%2F%2Frdfh.ch%2F0804%2F8Cp8IH7PRpONcYYOmTCbEw";4781;6132;0.7796803652968036
2542;"http%3A%2F%2Frdfh.ch%2F0804%2F8D7S9gbkSdSDJGyhhvbtPw";1392;1833;0.7594108019639935
2543;"http%3A%2F%2Frdfh.ch%2F0804%2F8D7tThPNTz-P94u3_ExTRA";2100;1400;1.5
2544;"http%3A%2F%2Frdfh.ch%2F0804%2F8D8OWbhBTGGepGRWA4_nRg";3236;3527;0.9174936206407712
2545;"http%3A%2F%2Frdfh.ch%2F0804%2F8DDUgRKuTEKEWa0sbB3F3w";2956;1928;1.533195020746888
2546;"http%3A%2F%2Frdfh.ch%2F0804%2F8DGCNOG3SaS6hxwDUPHb8w";3008;1960;1.5346938775510204
2547;"http%3A%2F%2Frdfh.ch%2F0804%2F8DGciUXjS6Kc4e6WLeorag";3008;1960;1.5346938775510204
2548;"http%3A%2F%2Frdfh.ch%2F0804%2F8DP6DvhEQIWL9gcsqpeT7g";1853;1333;1.3900975243810954
2549;"http%3A%2F%2Frdfh.ch%2F0804%2F8DbEZUogQr6ynItRFFthTA";3159;4643;0.6803790652595305
2550;"http%3A%2F%2Frdfh.ch%2F0804%2F8EADXYsIRrC7o8Vb87dnfA";2663;1946;1.368448098663926
2551;"http%3A%2F%2Frdfh.ch%2F0804%2F8EFBKU2KTbKyvLYlR1v05g";2100;1400;1.5
2552;"http%3A%2F%2Frdfh.ch%2F0804%2F8EH_59a1TMaG_Th11MtLdA";2253;3299;0.6829342224916641
2553;"http%3A%2F%2Frdfh.ch%2F0804%2F8EKd3_AeRN2dF2yvqsJVwg";2915;1981;1.4714790509843514
2554;"http%3A%2F%2Frdfh.ch%2F0804%2F8EVYYWhlTHSZRNVIrS-b5g";5116;3330;1.5363363363363363
2555;"http%3A%2F%2Frdfh.ch%2F0804%2F8EtnN0kYSBOWeyDYjPB-GQ";3008;1960;1.5346938775510204
2556;"http%3A%2F%2Frdfh.ch%2F0804%2F8EzORFe5TL-u-qMXIXDHVQ";5802;4139;1.4017878714665377
2557;"http%3A%2F%2Frdfh.ch%2F0804%2F8FOTFgOSTGyFKcyS-Nw_xg";2100;1400;1.5
2558;"http%3A%2F%2Frdfh.ch%2F0804%2F8FfBni0ySxKydEa-rd_YdA";4888;3732;1.309753483386924
2559;"http%3A%2F%2Frdfh.ch%2F0804%2F8FvWp-FRSDKjwGccpig5bA";3613;2478;1.4580306698950767
2560;"http%3A%2F%2Frdfh.ch%2F0804%2F8GI8nzsTRuOrhKfjjUmsqw";4381;7014;0.6246079270031366
2561;"http%3A%2F%2Frdfh.ch%2F0804%2F8GvVTiNyTk2bx77KJQgyOw";3441;2430;1.4160493827160494
2562;"http%3A%2F%2Frdfh.ch%2F0804%2F8H-48HibQDyVIGvHcT-WVQ";2968;2038;1.4563297350343474
2563;"http%3A%2F%2Frdfh.ch%2F0804%2F8H-OVVKTSjGbJEUx9kCX7Q";5390;7321;0.7362382188225652
2564;"http%3A%2F%2Frdfh.ch%2F0804%2F8H-fDkxMRk2LXIZlfUAHGQ";1596;1442;1.1067961165048543
2565;"http%3A%2F%2Frdfh.ch%2F0804%2F8HFsJ79MS5ehZSTgOQOvtw";3548;3554;0.9983117613956106
2566;"http%3A%2F%2Frdfh.ch%2F0804%2F8HToRh4jR1iXLmjblwP29g";1847;1103;1.6745240253853129
2567;"http%3A%2F%2Frdfh.ch%2F0804%2F8Hz2RCUrSv2dqhkmgE2yBA";5951;4607;1.2917299761232905
2568;"http%3A%2F%2Frdfh.ch%2F0804%2F8I4d1KNTRIyEsv2Ojo0mgA";4570;3187;1.4339504235958582
2569;"http%3A%2F%2Frdfh.ch%2F0804%2F8I6Pdo-SStybp9AAkVrasQ";1933;2961;0.6528199932455252
2570;"http%3A%2F%2Frdfh.ch%2F0804%2F8IDsaBM5SpiLV_ED9Cp-sQ";1737;2512;0.6914808917197452
2571;"http%3A%2F%2Frdfh.ch%2F0804%2F8IIhws3nSBWsrBoRp5ysHA";4698;6357;0.7390278433223219
2572;"http%3A%2F%2Frdfh.ch%2F0804%2F8IPVmXbdTTuMdAYxhxtEAA";3836;2773;1.3833393436711143
2573;"http%3A%2F%2Frdfh.ch%2F0804%2F8IRnDzOtS0aMtDQSlGvzQA";4234;3219;1.3153153153153154
2574;"http%3A%2F%2Frdfh.ch%2F0804%2F8IT--_g7T3y0IaodUGKluQ";3117;1955;1.5943734015345268
2575;"http%3A%2F%2Frdfh.ch%2F0804%2F8IXDmCaqQpetSz4cjynNwA";1526;1136;1.3433098591549295
2576;"http%3A%2F%2Frdfh.ch%2F0804%2F8J76zXUGS-Gzu0Sjrha8Yg";1869;1399;1.3359542530378843
2577;"http%3A%2F%2Frdfh.ch%2F0804%2F8J7PaJiaTRi6-hUV5JSjwg";4268;3228;1.322180916976456
2578;"http%3A%2F%2Frdfh.ch%2F0804%2F8JHgtYLBRhOGdOrw70pn8g";4842;3291;1.471285323609845
2579;"http%3A%2F%2Frdfh.ch%2F0804%2F8JNotyyJThO9T-wXsKEYRw";3008;1960;1.5346938775510204
2580;"http%3A%2F%2Frdfh.ch%2F0804%2F8JkENZLCQ9-zVxMBEo92OA";6424;4283;1.4998832593976186
2581;"http%3A%2F%2Frdfh.ch%2F0804%2F8Jt1QdekSmyon2OLnv2zNw";5866;4191;1.3996659508470533
2582;"http%3A%2F%2Frdfh.ch%2F0804%2F8K2235M8RseApss2XDotJQ";5550;4155;1.3357400722021662
2583;"http%3A%2F%2Frdfh.ch%2F0804%2F8KAdCwioTgalhYhgB9MHxQ";2100;1344;1.5625
2584;"http%3A%2F%2Frdfh.ch%2F0804%2F8KF3yFIgQc6cHj9MRR4GzA";2729;1907;1.4310435238594652
2585;"http%3A%2F%2Frdfh.ch%2F0804%2F8KIjiti-SMCzhKNY9B4flA";4266;3237;1.3178869323447637
2586;"http%3A%2F%2Frdfh.ch%2F0804%2F8KgEOj8dSW6USlkyMp1rRQ";3060;4961;0.6168111267889539
2587;"http%3A%2F%2Frdfh.ch%2F0804%2F8KsdTpvERPmPFFuVVcwctg";2100;1400;1.5
2588;"http%3A%2F%2Frdfh.ch%2F0804%2F8KtvdS6TRmKjCukoB-PdsA";5000;3208;1.5586034912718205
2589;"http%3A%2F%2Frdfh.ch%2F0804%2F8L1oUM4oQXq_3vV0_656Jw";3343;2295;1.456644880174292
2590;"http%3A%2F%2Frdfh.ch%2F0804%2F8LkU4gu7S0SVm7Bkj5uotg";2757;1745;1.579942693409742
2591;"http%3A%2F%2Frdfh.ch%2F0804%2F8Lo5ixVZQai2MU-2VgUhnA";2100;1400;1.5
2592;"http%3A%2F%2Frdfh.ch%2F0804%2F8Lqvc0t7R6ysMuX6t4XpZw";4774;2693;1.772744151503899
2593;"http%3A%2F%2Frdfh.ch%2F0804%2F8MI0JC4QQhGyT1KCZBO-wQ";5182;3394;1.526812021213907
2594;"http%3A%2F%2Frdfh.ch%2F0804%2F8MIlNRQlRUmVhnBrdRlNCg";7994;10767;0.7424537940001857
2595;"http%3A%2F%2Frdfh.ch%2F0804%2F8MN1PxBzRBCUC-INdOYayw";3040;2060;1.4757281553398058
