Nr;ImageId;Width;Height;Ratio[W/H]
1223;"http%3A%2F%2Frdfh.ch%2F0804%2F3OL_3vlhSSWfKGNz-E87ag";2778;4410;0.6299319727891156
1224;"http%3A%2F%2Frdfh.ch%2F0804%2F3OUm7dKpT364vmLIl6HDXA";2100;1400;1.5
1225;"http%3A%2F%2Frdfh.ch%2F0804%2F3Oa8XB9CRFSfpsZxBsA02g";1972;1271;1.5515342250196695
1226;"http%3A%2F%2Frdfh.ch%2F0804%2F3OcVnitBThiM6emLdUjSuQ";5785;4191;1.380338821283703
1227;"http%3A%2F%2Frdfh.ch%2F0804%2F3OljI18KR0O1tmhaToeTBg";4106;4333;0.9476113547195938
1228;"http%3A%2F%2Frdfh.ch%2F0804%2F3P0P7FY-QBSx67tVNvpvuQ";4382;3379;1.296833382657591
1229;"http%3A%2F%2Frdfh.ch%2F0804%2F3Peap2jaR_C63NpH5qORoA";3008;1960;1.5346938775510204
1230;"http%3A%2F%2Frdfh.ch%2F0804%2F3Pi8zjmQQky5NJ3OFpAGXQ";8126;4031;2.015876953609526
1231;"http%3A%2F%2Frdfh.ch%2F0804%2F3PmjEONHQqerS6ckhDTaLQ";2100;1400;1.5
1232;"http%3A%2F%2Frdfh.ch%2F0804%2F3R2wf1cXQX-psCZiXiTwpA";1563;1536;1.017578125
1233;"http%3A%2F%2Frdfh.ch%2F0804%2F3R3KcoJ0R52crNd5QCzvNQ";4279;3228;1.3255885997521686
1234;"http%3A%2F%2Frdfh.ch%2F0804%2F3RS2WYBiTmuXEqaDB8Hjwg";2974;2074;1.433944069431051
1235;"http%3A%2F%2Frdfh.ch%2F0804%2F3SCaIxyBTMObgDRDQEGzxQ";2931;2304;1.2721354166666667
1236;"http%3A%2F%2Frdfh.ch%2F0804%2F3SUcN2AwQPCjFOqtG9H4XQ";4130;2907;1.4207086343309254
1237;"http%3A%2F%2Frdfh.ch%2F0804%2F3Sd6HesyTg6SQ-pehJvjWw";5304;7952;0.6670020120724346
1238;"http%3A%2F%2Frdfh.ch%2F0804%2F3SfpFqwOQCy7Gm6w7kbEuw";4961;2256;2.1990248226950353
1239;"http%3A%2F%2Frdfh.ch%2F0804%2F3SgAB4l0QeGRchk5nqPYcw";4289;5931;0.7231495531950767
1240;"http%3A%2F%2Frdfh.ch%2F0804%2F3T-XrK7bSpWBfcIayA_YmA";4012;2968;1.3517520215633423
1241;"http%3A%2F%2Frdfh.ch%2F0804%2F3TKBkeRtSPCBEsZryejvOg";3382;5786;0.5845143449706187
1242;"http%3A%2F%2Frdfh.ch%2F0804%2F3TTQZTmRRIW3aeFRv7hlnQ";5861;4378;1.3387391502969392
1243;"http%3A%2F%2Frdfh.ch%2F0804%2F3TiYSpLrSWapIRoMTUqVOQ";2100;1400;1.5
1244;"http%3A%2F%2Frdfh.ch%2F0804%2F3TqKS7QETTqP8vt9KQO7EQ";2328;1583;1.4706253948199621
1245;"http%3A%2F%2Frdfh.ch%2F0804%2F3U6V4gFOSpaU-aKBu3fgxA";3274;4523;0.7238558478885695
1246;"http%3A%2F%2Frdfh.ch%2F0804%2F3U6jH4EDTHW5Dm9gx2Mwtg";1800;1200;1.5
1247;"http%3A%2F%2Frdfh.ch%2F0804%2F3UQBG6K6RQyaZclZjxZzhA";4961;3119;1.5905739018916318
1248;"http%3A%2F%2Frdfh.ch%2F0804%2F3UQi0aIuSGK0Y6Ui9OR0VQ";891;766;1.1631853785900783
1249;"http%3A%2F%2Frdfh.ch%2F0804%2F3UZV5s2QR_e_ZT8xsrT5DQ";4961;3443;1.4408945686900958
1250;"http%3A%2F%2Frdfh.ch%2F0804%2F3UtS7gyhRP25Llc-9zmQmw";2544;1673;1.5206216377764494
1251;"http%3A%2F%2Frdfh.ch%2F0804%2F3V5_rz7zTMyDN6hy07kpfw";7472;4679;1.5969224193203675
1252;"http%3A%2F%2Frdfh.ch%2F0804%2F3V9Uc33PQw69YoeDGgTC7A";3752;3751;1.0002665955745134
1253;"http%3A%2F%2Frdfh.ch%2F0804%2F3VBypjGnQ4aCegXowHZoSQ";5445;4005;1.3595505617977528
1254;"http%3A%2F%2Frdfh.ch%2F0804%2F3VMB_DmYS3e-k-ykRz31-w";2100;1400;1.5
1255;"http%3A%2F%2Frdfh.ch%2F0804%2F3Vkx4s_DQneYwD_aQAL14g";3008;1960;1.5346938775510204
1256;"http%3A%2F%2Frdfh.ch%2F0804%2F3VqXExy7Sj-JCRBt6IT93w";5499;4013;1.3702965362571642
1257;"http%3A%2F%2Frdfh.ch%2F0804%2F3W7Gf-C0TKqdTZTYVL8zJg";4254;3189;1.3339604891815615
1258;"http%3A%2F%2Frdfh.ch%2F0804%2F3WBZGC_IQrmdyzjk8Fq9yg";3504;4819;0.7271218095040465
1259;"http%3A%2F%2Frdfh.ch%2F0804%2F3WH9cgniQ_G6SaNK-czOOw";3284;2346;1.3998294970161977
1260;"http%3A%2F%2Frdfh.ch%2F0804%2F3WS-9YmHThqQZ7QPwYayiA";4269;3251;1.3131344201784065
1261;"http%3A%2F%2Frdfh.ch%2F0804%2F3WgMzmdsSzCjc4dHHjw5Mg";3008;1960;1.5346938775510204
1262;"http%3A%2F%2Frdfh.ch%2F0804%2F3Ws7a1QATLmP2wZCssxgpg";1862;1220;1.5262295081967212
1263;"http%3A%2F%2Frdfh.ch%2F0804%2F3XH6_gJBRXOYrkXpIaHJ6Q";4636;3361;1.3793513835168105
1264;"http%3A%2F%2Frdfh.ch%2F0804%2F3XVjs6caQey8KcThI9rS-w";1544;2613;0.5908916953693073
1265;"http%3A%2F%2Frdfh.ch%2F0804%2F3XgJZ97QQ1esKzJfwsKHNg";2576;1607;1.6029869321717487
1266;"http%3A%2F%2Frdfh.ch%2F0804%2F3XnF2QmBRk6p1pyGe_WzBg";5635;5626;1.0015997156061145
1267;"http%3A%2F%2Frdfh.ch%2F0804%2F3Y-1zAjyRgWM5-7zOt6zmw";4913;3401;1.4445751249632461
1268;"http%3A%2F%2Frdfh.ch%2F0804%2F3Z12nq-RQ4mgmMZVwXTPXw";2329;3844;0.605879292403746
1269;"http%3A%2F%2Frdfh.ch%2F0804%2F3ZgiJFHZTbuOKt2imrjUSg";2621;1946;1.3468653648509763
1270;"http%3A%2F%2Frdfh.ch%2F0804%2F3ZtqMzyFTfy5OaBJ6Lsb7A";2732;2031;1.345150172328902
1271;"http%3A%2F%2Frdfh.ch%2F0804%2F3ZzZWRP9QWaTLzm0Y2_Kzw";7302;5518;1.3233055454874956
1272;"http%3A%2F%2Frdfh.ch%2F0804%2F3_1A4gUMRBajSozrwsH3rg";3498;4805;0.7279916753381894
1273;"http%3A%2F%2Frdfh.ch%2F0804%2F3_Arn20HRDahw7etkm4ziw";4961;2256;2.1990248226950353
1274;"http%3A%2F%2Frdfh.ch%2F0804%2F3_ex_BLISG6P8TUSSD3B0A";4378;4374;1.0009144947416553
1275;"http%3A%2F%2Frdfh.ch%2F0804%2F3_sW09fGTsuTSo3IbthcMQ";5530;4081;1.3550600343053174
1276;"http%3A%2F%2Frdfh.ch%2F0804%2F3_xmSktkQ1G2IRtp2UCafw";2584;1774;1.4565952649379932
1277;"http%3A%2F%2Frdfh.ch%2F0804%2F3a0-lq9TTO-YWovxqhH4gQ";3487;1304;2.674079754601227
1278;"http%3A%2F%2Frdfh.ch%2F0804%2F3a6CU4n4RxOrvpmlaJlbuA";8164;4052;2.0148075024679173
1279;"http%3A%2F%2Frdfh.ch%2F0804%2F3aTCmHgyTM2MNTxhVrP9tg";5547;3967;1.3982858583312328
1280;"http%3A%2F%2Frdfh.ch%2F0804%2F3abVIB4pQs-vXM3IIX4oHA";4147;5515;0.7519492293744333
1281;"http%3A%2F%2Frdfh.ch%2F0804%2F3bDgfv_qQReUXuxz9s0Mkg";2464;1648;1.4951456310679612
1282;"http%3A%2F%2Frdfh.ch%2F0804%2F3bFnKh3oRkqWWcgK3wM9CA";2847;2768;1.0285404624277457
1283;"http%3A%2F%2Frdfh.ch%2F0804%2F3bHAm0iRRLeLSOifR5-Jzg";4635;2805;1.6524064171122994
1284;"http%3A%2F%2Frdfh.ch%2F0804%2F3bYa_wxxQeq2258NrWlszg";3774;2836;1.3307475317348378
1285;"http%3A%2F%2Frdfh.ch%2F0804%2F3beqPh4DQAySzJg94xP6iA";3909;5530;0.706871609403255
1286;"http%3A%2F%2Frdfh.ch%2F0804%2F3c8eSiGJR_a4q7tzTpchbw";3412;2431;1.4035376388317564
1287;"http%3A%2F%2Frdfh.ch%2F0804%2F3cSmcpYvQ32uO7uADLBIIQ";2551;1592;1.6023869346733668
1288;"http%3A%2F%2Frdfh.ch%2F0804%2F3cXFYQ2ZSQWltgwOzAfVGQ";7291;4746;1.5362410450906026
1289;"http%3A%2F%2Frdfh.ch%2F0804%2F3cb9WUEfS-6NXMqjZNiwaA";4834;3439;1.4056411747601048
1290;"http%3A%2F%2Frdfh.ch%2F0804%2F3cm6Csx1TBOARRj1AbYNGA";5607;5636;0.9948545067423705
1291;"http%3A%2F%2Frdfh.ch%2F0804%2F3cpBtDmAS3q1r8FspddLFA";1318;1910;0.6900523560209424
1292;"http%3A%2F%2Frdfh.ch%2F0804%2F3dXaGeZ3T3WDLidvhHZySQ";4687;3208;1.4610349127182045
1293;"http%3A%2F%2Frdfh.ch%2F0804%2F3dmKH7kYSU6XdZW2o4xjVQ";2302;1624;1.417487684729064
1294;"http%3A%2F%2Frdfh.ch%2F0804%2F3dmggtSrTrS-7Q9kJfqKew";4977;3068;1.6222294654498044
1295;"http%3A%2F%2Frdfh.ch%2F0804%2F3dnCMjN-TM28M9w4DOMDQA";4219;3031;1.391949851534147
1296;"http%3A%2F%2Frdfh.ch%2F0804%2F3e5sk_PVR8quPky-mVI2Eg";1742;1779;0.9792017987633502
1297;"http%3A%2F%2Frdfh.ch%2F0804%2F3e6PZwbNREyowOHmcHBMEg";3275;2271;1.4420959929546455
1298;"http%3A%2F%2Frdfh.ch%2F0804%2F3eQYiWQ9RkCFFQt4QTc64A";7355;5769;1.2749176633732016
1299;"http%3A%2F%2Frdfh.ch%2F0804%2F3f9VY8emRGuZZUnxag5dzA";5014;7514;0.6672877295714666
1300;"http%3A%2F%2Frdfh.ch%2F0804%2F3fHadAb9SMuSaZwllm-oag";2889;3690;0.7829268292682927
1301;"http%3A%2F%2Frdfh.ch%2F0804%2F3fjiUX4CQHisc9EMce5Gvw";5909;8000;0.738625
1302;"http%3A%2F%2Frdfh.ch%2F0804%2F3fkXwgZlT623jWC5OyozVg";3796;3808;0.9968487394957983
1303;"http%3A%2F%2Frdfh.ch%2F0804%2F3gDNpG64T1-JGJtNv10KZA";4994;4987;1.0014036494886704
1304;"http%3A%2F%2Frdfh.ch%2F0804%2F3gPR6CFQTmGgWmEeHwstGw";2988;1933;1.545783755819969
1305;"http%3A%2F%2Frdfh.ch%2F0804%2F3gzp0Ml6TqSQrA3pKmoE4g";4213;5837;0.7217748843584033
1306;"http%3A%2F%2Frdfh.ch%2F0804%2F3h-FIoE4QU6r6BdxvfUdRA";2100;1400;1.5
1307;"http%3A%2F%2Frdfh.ch%2F0804%2F3h7m4DesQY2mOOdhZaYTJA";7089;5076;1.3965721040189125
1308;"http%3A%2F%2Frdfh.ch%2F0804%2F3hA3EM0QT_WnwtnQ4OoKfg";2927;3383;0.8652083949157553
1309;"http%3A%2F%2Frdfh.ch%2F0804%2F3hIPQe5VQzueqmA9qdM1gg";2100;1400;1.5
1310;"http%3A%2F%2Frdfh.ch%2F0804%2F3hIxQgdkRomdvQJ7SP5rmQ";4009;2839;1.4121169425854174
1311;"http%3A%2F%2Frdfh.ch%2F0804%2F3i5djTLlT7eCNAK8rLtf5g";2766;1870;1.479144385026738
1312;"http%3A%2F%2Frdfh.ch%2F0804%2F3iJfJd20SKyOrqh6PKkFYA";2919;1980;1.4742424242424241
1313;"http%3A%2F%2Frdfh.ch%2F0804%2F3iJlIj8KTPaXG6flfm8Y0A";6095;4028;1.513157894736842
1314;"http%3A%2F%2Frdfh.ch%2F0804%2F3iQlYOWIST6Daj7tWKDeHA";3536;3518;1.0051165434906197
1315;"http%3A%2F%2Frdfh.ch%2F0804%2F3is8pxHMSQqx05NdgU_Vmw";3157;4167;0.7576193904487641
1316;"http%3A%2F%2Frdfh.ch%2F0804%2F3jDF-BzpTDKWY9nd6AyM3w";3213;2183;1.4718277599633531
1317;"http%3A%2F%2Frdfh.ch%2F0804%2F3jw6oCj4SqWBItZo6ajDqg";2100;1400;1.5
1318;"http%3A%2F%2Frdfh.ch%2F0804%2F3k0QkwiDTAuK0o-O9DyH1A";7667;4799;1.5976245051052302
1319;"http%3A%2F%2Frdfh.ch%2F0804%2F3k7l0jx3TAusuDvGe9QWcQ";3678;3704;0.9929805615550756
1320;"http%3A%2F%2Frdfh.ch%2F0804%2F3kJncw9sRUC4rPEuszcPBg";3856;5426;0.7106524143015113
1321;"http%3A%2F%2Frdfh.ch%2F0804%2F3kb0SuAtSsarRlRpwjAd3w";3012;4067;0.7405950331940004
1322;"http%3A%2F%2Frdfh.ch%2F0804%2F3ki2bhQRQk6Cde31i5G3gA";5614;5630;0.997158081705151
1323;"http%3A%2F%2Frdfh.ch%2F0804%2F3kiqqta6Reya0x4HlIF2ag";3282;2375;1.3818947368421053
1324;"http%3A%2F%2Frdfh.ch%2F0804%2F3kn7NbyhSKSUq51pzkFHiA";5071;3437;1.475414605760838
1325;"http%3A%2F%2Frdfh.ch%2F0804%2F3lUhJejtRHeWhC2ov_HrmQ";5354;3523;1.5197275049673573
1326;"http%3A%2F%2Frdfh.ch%2F0804%2F3lrbhCvuQ5CnMCetR8AItA";3511;4813;0.7294826511531269
1327;"http%3A%2F%2Frdfh.ch%2F0804%2F3mDn1ldhQXuVnJOeellj4g";2100;1400;1.5
1328;"http%3A%2F%2Frdfh.ch%2F0804%2F3mETXaEdTOKL7YNqwVb_4Q";4271;3044;1.4030880420499343
1329;"http%3A%2F%2Frdfh.ch%2F0804%2F3mKOSfHGQkGKOXe94iA7aA";3907;2557;1.5279624560031286
1330;"http%3A%2F%2Frdfh.ch%2F0804%2F3md04L3HTziMPvBBQHB8Dg";2317;1579;1.467384420519316
1331;"http%3A%2F%2Frdfh.ch%2F0804%2F3mhuhY8aRbuvGOpkqjrTgw";4095;4332;0.9452908587257618
1332;"http%3A%2F%2Frdfh.ch%2F0804%2F3miUTgZRTeSiTdcrf9QAqw";2100;1400;1.5
1333;"http%3A%2F%2Frdfh.ch%2F0804%2F3mjUn7uNS7-ORseD6Kg1Bw";4272;5600;0.7628571428571429
1334;"http%3A%2F%2Frdfh.ch%2F0804%2F3mk2-2MISpmRMPH7Uxt-cA";5196;2820;1.8425531914893618
1335;"http%3A%2F%2Frdfh.ch%2F0804%2F3nCvQWEFQu-vTlm8onVCUw";3530;3536;0.9983031674208145
1336;"http%3A%2F%2Frdfh.ch%2F0804%2F3nO_Do-dQ1-XvZ49pOeHgA";1400;2100;0.6666666666666666
1337;"http%3A%2F%2Frdfh.ch%2F0804%2F3nZzjigFQv6gbo1SwCw6ZA";5624;5656;0.9943422913719944
1338;"http%3A%2F%2Frdfh.ch%2F0804%2F3nkwjSmCQhWl7lmY_M_P0Q";4553;3435;1.3254730713245997
1339;"http%3A%2F%2Frdfh.ch%2F0804%2F3o0E5mg0SnesULRHbCUvuA";3726;2557;1.4571763785686351
1340;"http%3A%2F%2Frdfh.ch%2F0804%2F3o2bfNh9R0-jJnt1OK9xHQ";4440;2985;1.4874371859296482
1341;"http%3A%2F%2Frdfh.ch%2F0804%2F3ofPET4AS9e3Eo9ggKurvA";3542;3548;0.9983089064261556
1342;"http%3A%2F%2Frdfh.ch%2F0804%2F3pOHeFZFT2m7Ksd2D2k9xQ";2100;1400;1.5
1343;"http%3A%2F%2Frdfh.ch%2F0804%2F3qrsuPjUSyORBhr4usdAVQ";3535;2485;1.4225352112676057
1344;"http%3A%2F%2Frdfh.ch%2F0804%2F3qsDYS0YTUWXVoS0MCto_A";5490;3858;1.4230171073094868
1345;"http%3A%2F%2Frdfh.ch%2F0804%2F3s0Pku-aQAO8YyQIJxECRQ";2052;1278;1.6056338028169015
1346;"http%3A%2F%2Frdfh.ch%2F0804%2F3sED8-68SzyTvSwT7alHEw";1400;2100;0.6666666666666666
1347;"http%3A%2F%2Frdfh.ch%2F0804%2F3sJ0SYoTR1WLxZf3z66SaQ";7040;4536;1.5520282186948853
1348;"http%3A%2F%2Frdfh.ch%2F0804%2F3sK2OsPITK2wWmE_T6nrqA";5320;3948;1.3475177304964538
1349;"http%3A%2F%2Frdfh.ch%2F0804%2F3sNy-XNiSZOsQIeVG7awHw";2295;3332;0.6887755102040817
1350;"http%3A%2F%2Frdfh.ch%2F0804%2F3sRFqr1bRcWa1nQsbVhx6A";3713;3214;1.1552582451773492
1351;"http%3A%2F%2Frdfh.ch%2F0804%2F3tcHaNPGQKuUGE74bi-kIQ";5020;3808;1.3182773109243697
1352;"http%3A%2F%2Frdfh.ch%2F0804%2F3tkRzK5aRTCfp-j0QdBUtQ";2842;4049;0.7019017041244752
1353;"http%3A%2F%2Frdfh.ch%2F0804%2F3u3XUodoQB26ATMUcIldpg";3753;6519;0.5757017947537966
1354;"http%3A%2F%2Frdfh.ch%2F0804%2F3uAfdWzHRAGtR-1v0k-NkA";2725;2848;0.956811797752809
1355;"http%3A%2F%2Frdfh.ch%2F0804%2F3uQLVmQCS6yoyNf2zuMR3A";5384;4007;1.343648614923883
1356;"http%3A%2F%2Frdfh.ch%2F0804%2F3ud-1ywOQZ6_nwleQ7okcw";3008;1960;1.5346938775510204
1357;"http%3A%2F%2Frdfh.ch%2F0804%2F3ueOl1ZOTWisX9ihaVzGaQ";3781;2741;1.379423568040861
1358;"http%3A%2F%2Frdfh.ch%2F0804%2F3vL7S9IdR6m4lUXxE7QCGw";5676;5605;1.0126672613737735
1359;"http%3A%2F%2Frdfh.ch%2F0804%2F3vUk-YrFT-uY9eCXcI_OWg";2550;3509;0.7267027643203192
1360;"http%3A%2F%2Frdfh.ch%2F0804%2F3vYCCHwZRLSbk1ims9p5og";4103;4050;1.0130864197530864
1361;"http%3A%2F%2Frdfh.ch%2F0804%2F3v_-2J0yQFa_1NLtjB2BgA";3296;2237;1.4734018775145283
1362;"http%3A%2F%2Frdfh.ch%2F0804%2F3xBgNAoOTOunwNVx-sLglA";2552;3897;0.6548627149089042
1363;"http%3A%2F%2Frdfh.ch%2F0804%2F3xNiBPD8RgS-S73Gts_2Lw";3368;2313;1.4561175961954171
1364;"http%3A%2F%2Frdfh.ch%2F0804%2F3xZ3o9sLSKWgEgUC4ZxdVg";6705;4954;1.353451756156641
1365;"http%3A%2F%2Frdfh.ch%2F0804%2F3xcnNCd0Qz-m251wPdvCAw";4608;3284;1.4031668696711328
1366;"http%3A%2F%2Frdfh.ch%2F0804%2F3yMWCjqcTs6y0jvC5OTvvQ";2718;1838;1.4787812840043526
1367;"http%3A%2F%2Frdfh.ch%2F0804%2F3yPi4wrwTGacr0fA37UbuA";5552;3942;1.4084221207508878
1368;"http%3A%2F%2Frdfh.ch%2F0804%2F3ygTbqMgT3-FgOwkZMXZDQ";5576;4101;1.3596683735674227
1369;"http%3A%2F%2Frdfh.ch%2F0804%2F3z5ndPR0SWefpGsvuUMitQ";3303;2321;1.4230934941835416
1370;"http%3A%2F%2Frdfh.ch%2F0804%2F3zVkXP_XToWJWY2z_0nHWw";6366;4648;1.3696213425129087
1371;"http%3A%2F%2Frdfh.ch%2F0804%2F4-P9FKG5RNWUj4EaMr-_7w";4192;3024;1.3862433862433863
1372;"http%3A%2F%2Frdfh.ch%2F0804%2F4-PvJgD-RWyQjqs_1oonIw";5788;5821;0.9943308709843669
1373;"http%3A%2F%2Frdfh.ch%2F0804%2F40KBExtVR_CUNutA46alRw";4551;3389;1.342874004131012
1374;"http%3A%2F%2Frdfh.ch%2F0804%2F40L2zFzDSxmW6PvuHm_hWg";3373;3393;0.9941055113468906
1375;"http%3A%2F%2Frdfh.ch%2F0804%2F40O5l2H8TeGT2FVacLUxPg";4515;3160;1.4287974683544304
1376;"http%3A%2F%2Frdfh.ch%2F0804%2F40Of8SAcSUOx-vECeZkHEA";2910;1843;1.5789473684210527
1377;"http%3A%2F%2Frdfh.ch%2F0804%2F40tyon5dQ7GZiIP8CDLgMA";4577;3766;1.2153478491768455
1378;"http%3A%2F%2Frdfh.ch%2F0804%2F413fq81VQOiogXXHKkBEyg";3512;3530;0.9949008498583569
1379;"http%3A%2F%2Frdfh.ch%2F0804%2F417zlWuCQ7q5kAGEM8KAxw";5035;5052;0.9966349960411718
1380;"http%3A%2F%2Frdfh.ch%2F0804%2F419VERtRTzeTSdrY1kv7vQ";5162;3329;1.550615800540703
1381;"http%3A%2F%2Frdfh.ch%2F0804%2F41MRmp65RQWwSuDBUogxew";4855;3202;1.5162398500936913
1382;"http%3A%2F%2Frdfh.ch%2F0804%2F41PIDZ6OS96Nk0TXidZ4vQ";4060;4275;0.9497076023391813
1383;"http%3A%2F%2Frdfh.ch%2F0804%2F41bLZxwmQgiWWePPriPIqQ";2170;1491;1.4553990610328638
1384;"http%3A%2F%2Frdfh.ch%2F0804%2F41cIuFS5S1iQNgym9cvIew";2326;2323;1.001291433491175
1385;"http%3A%2F%2Frdfh.ch%2F0804%2F420jnQkySB-vGcmWK7zlHw";4268;3258;1.3100061387354205
1386;"http%3A%2F%2Frdfh.ch%2F0804%2F42v8e738TVSPQtbPTKHysg";4961;2256;2.1990248226950353
1387;"http%3A%2F%2Frdfh.ch%2F0804%2F43AQoHpESUqqC2YFeNyuTA";5084;8181;0.6214399217699548
1388;"http%3A%2F%2Frdfh.ch%2F0804%2F43ERR8m2T8K8_sfX32QCKw";3386;2199;1.5397908140063665
1389;"http%3A%2F%2Frdfh.ch%2F0804%2F43OcA9ucTWqiHkSS_6VqJA";4274;3251;1.3146724084896955
1390;"http%3A%2F%2Frdfh.ch%2F0804%2F43PTbJo0QpOpA3vSOZqupQ";3152;1933;1.6306259699948267
1391;"http%3A%2F%2Frdfh.ch%2F0804%2F43VPExcSSAuXvwsOk7dk6A";3303;2088;1.581896551724138
1392;"http%3A%2F%2Frdfh.ch%2F0804%2F43_EYz02QNWU3vPhsNCZMg";5599;5563;1.0064713284199174
1393;"http%3A%2F%2Frdfh.ch%2F0804%2F43hc57zDSQKGvQJ4Ep5BFg";2100;1400;1.5
1394;"http%3A%2F%2Frdfh.ch%2F0804%2F4453TKsyROazbOqelx8uAQ";2949;2230;1.3224215246636772
1395;"http%3A%2F%2Frdfh.ch%2F0804%2F44AdcwvMQnSgwCibB2Nx7w";3199;1987;1.6099647710115752
1396;"http%3A%2F%2Frdfh.ch%2F0804%2F44HN_cTkS72x1BSg5AG25w";4000;5359;0.7464079119238664
1397;"http%3A%2F%2Frdfh.ch%2F0804%2F44_qoRScRJSv157fzqnyoQ";3465;2403;1.4419475655430711
1398;"http%3A%2F%2Frdfh.ch%2F0804%2F44cVFTftTnOgoknMUim8bA";3636;4960;0.7330645161290322
1399;"http%3A%2F%2Frdfh.ch%2F0804%2F44kFjt8cTMuFT1P9uBS7Cg";3530;3524;1.0017026106696936
1400;"http%3A%2F%2Frdfh.ch%2F0804%2F44q--wTVTQO9UDMjj_Rh6g";2687;1780;1.5095505617977527
1401;"http%3A%2F%2Frdfh.ch%2F0804%2F457ZKNQ4TCiZHT3qLv-PaQ";4961;3091;1.604982206405694
1402;"http%3A%2F%2Frdfh.ch%2F0804%2F45IV9PCTR9u4iiJKC9bQhA";4012;2784;1.4410919540229885
1403;"http%3A%2F%2Frdfh.ch%2F0804%2F45LIH_NcQQWkVmQBA3NwRg";4961;3397;1.4604062408007066
1404;"http%3A%2F%2Frdfh.ch%2F0804%2F45QXVNknTMCZ4Ua5oitntw";4384;3126;1.4024312220089572
1405;"http%3A%2F%2Frdfh.ch%2F0804%2F45TcfGenRCuHtdS4S7cllA";1796;2424;0.740924092409241
1406;"http%3A%2F%2Frdfh.ch%2F0804%2F45jAzwATRJ-UkQew6mLWyA";1037;1143;0.9072615923009624
1407;"http%3A%2F%2Frdfh.ch%2F0804%2F45lLs0quRpSev2_zXm0AuA";2957;1929;1.5329186106791084
1408;"http%3A%2F%2Frdfh.ch%2F0804%2F45urPGm7REulkyAQ6pxHdQ";7484;4855;1.541503604531411
1409;"http%3A%2F%2Frdfh.ch%2F0804%2F46-Dk-_AS9y34cq62Od-RA";2649;1680;1.5767857142857142
1410;"http%3A%2F%2Frdfh.ch%2F0804%2F4621wksRQseI1Yip4_mjRQ";2464;1648;1.4951456310679612
1411;"http%3A%2F%2Frdfh.ch%2F0804%2F467EzEGlSaOh2_4-79HZ_A";5593;5594;0.9998212370396854
1412;"http%3A%2F%2Frdfh.ch%2F0804%2F46a0Iz28QgSmA1oVviufrg";2100;1400;1.5
1413;"http%3A%2F%2Frdfh.ch%2F0804%2F475TL32nRpmSi-3m1D6FdQ";512;768;0.6666666666666666
1414;"http%3A%2F%2Frdfh.ch%2F0804%2F478efO2zSnWj60tOY0JH6Q";6300;5100;1.2352941176470589
1415;"http%3A%2F%2Frdfh.ch%2F0804%2F47dVsSAdTBKOh3cuyUw0ag";1680;2240;0.75
1416;"http%3A%2F%2Frdfh.ch%2F0804%2F47gmaCurSgKoaMSyPVk4Bg";3008;1960;1.5346938775510204
1417;"http%3A%2F%2Frdfh.ch%2F0804%2F47rwf8-_T1GudWCoqLAEyQ";2064;2996;0.6889185580774366
1418;"http%3A%2F%2Frdfh.ch%2F0804%2F47w-C27DSJSCSONME1b-EA";5177;3379;1.5321100917431192
1419;"http%3A%2F%2Frdfh.ch%2F0804%2F483-tj9dQEm9WvAUHFs-TQ";3116;5118;0.6088315748339195
1420;"http%3A%2F%2Frdfh.ch%2F0804%2F48656D4zSymlt3RV4r-GmQ";5430;3929;1.3820310511580556
1421;"http%3A%2F%2Frdfh.ch%2F0804%2F489gUVTCQUOTFC15Wa2Hog";4202;3085;1.3620745542949757
1422;"http%3A%2F%2Frdfh.ch%2F0804%2F48LrNlEfQxK-Eu6HQi-sEw";3319;2302;1.441789748045178
1423;"http%3A%2F%2Frdfh.ch%2F0804%2F48nr1IsDSICm74ZSSk15RA";1501;1034;1.4516441005802707
1424;"http%3A%2F%2Frdfh.ch%2F0804%2F495iUJfrQpGvu5jXKEdCiA";2321;1579;1.4699176694110196
1425;"http%3A%2F%2Frdfh.ch%2F0804%2F49Yfi90xSxGGY6F2637F7g";3212;2026;1.585389930898322
1426;"http%3A%2F%2Frdfh.ch%2F0804%2F49u6h5VJQci6-T1ud5YRsA";5726;4446;1.2878992352676564
1427;"http%3A%2F%2Frdfh.ch%2F0804%2F4A_KigKqQXi2zCDbp4GrUg";6684;4757;1.4050872398570529
1428;"http%3A%2F%2Frdfh.ch%2F0804%2F4B-UqIB3SS66rchw955g0g";4942;3130;1.5789137380191693
1429;"http%3A%2F%2Frdfh.ch%2F0804%2F4BXv_suhRMyh0MV62WE__Q";2741;1914;1.4320794148380356
1430;"http%3A%2F%2Frdfh.ch%2F0804%2F4BxxTUIDRZKaZB8JVZJfIA";4571;3785;1.207661822985469
1431;"http%3A%2F%2Frdfh.ch%2F0804%2F4C3foMdaSumK3JbNqVn0bQ";2565;1535;1.6710097719869708
1432;"http%3A%2F%2Frdfh.ch%2F0804%2F4CIXR67JQnCqU_HLKqx55w";3246;1950;1.6646153846153846
1433;"http%3A%2F%2Frdfh.ch%2F0804%2F4CSxh9D4QFayn2tPZg3saw";2452;3735;0.6564926372155288
1434;"http%3A%2F%2Frdfh.ch%2F0804%2F4CbOHf5ESXWcyMDdYjcGCQ";4501;2889;1.5579785392869505
1435;"http%3A%2F%2Frdfh.ch%2F0804%2F4Cwh_a3iSEaO3MqFw1I3UQ";3508;3662;0.9579464773347898
